;Unnamed: 0;iso_code;continent;location;date;total_cases;new_cases;new_cases_smoothed;total_deaths;new_deaths;new_deaths_smoothed;total_cases_per_million;new_cases_per_million;new_cases_smoothed_per_million;total_deaths_per_million;new_deaths_per_million;new_deaths_smoothed_per_million;reproduction_rate;icu_patients;icu_patients_per_million;hosp_patients;hosp_patients_per_million;weekly_icu_admissions;weekly_icu_admissions_per_million;weekly_hosp_admissions;weekly_hosp_admissions_per_million;total_tests;new_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;positive_rate;tests_per_case;tests_units;total_vaccinations;people_vaccinated;people_fully_vaccinated;total_boosters;new_vaccinations;new_vaccinations_smoothed;total_vaccinations_per_hundred;people_vaccinated_per_hundred;people_fully_vaccinated_per_hundred;total_boosters_per_hundred;new_vaccinations_smoothed_per_million;new_people_vaccinated_smoothed;new_people_vaccinated_smoothed_per_hundred;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;human_development_index;excess_mortality_cumulative_absolute;excess_mortality_cumulative;excess_mortality;excess_mortality_cumulative_per_million;total_cases_norm;people_vaccinated_norm
87888;87888;ISR;Asia;Israel;2022-03-19;3758948.0;7906.0;6581.143;10419.0;2.0;7.429;404579.486;850.931;708.335;1121.408;0.215;0.8;1.17;160.0;17.221;943.0;101.496;40.0;4.305;495.0;53.277;47733482.0;37157.0;5137.604;3.999;53067.0;5.712;0.129;7.8;people tested;18064742.0;6704934.0;6131122.0;5228686.0;79.0;922.0;194.43;72.17;65.99;56.28;99.0;58.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.404579485523625;0.7216590248627704
87889;87889;ISR;Asia;Israel;2022-03-20;3772751.0;13803.0;7616.286;10431.0;12.0;7.429;406065.117;1485.631;819.749;1122.699;1.292;0.8;1.22;163.0;17.544;1007.0;108.384;38.0;4.09;540.0;58.121;47796656.0;63174.0;5144.404;6.799;54767.0;5.895;0.143;7.0;people tested;18067030.0;6705053.0;6131381.0;5230596.0;2288.0;1060.0;194.46;72.17;65.99;56.3;114.0;60.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;9539.6;9.14;6.18;1026.757077;0.40606511677967927;0.7216718329566247
87890;87890;ISR;Asia;Israel;2022-03-21;3785806.0;13055.0;8628.429;10431.0;0.0;5.571;407470.24;1405.123;928.687;1122.699;0.0;0.6;1.24;151.0;16.252;1027.0;110.537;41.0;4.413;578.0;62.211;47884480.0;87824.0;5153.856;9.453;57605.0;6.2;0.156;6.4;people tested;18068876.0;6705149.0;6131626.0;5232101.0;1846.0;1154.0;194.48;72.17;66.0;56.31;124.0;65.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.407470240017221;0.7216821655365407
87891;87891;ISR;Asia;Israel;2022-03-22;3801627.0;15821.0;9864.0;10449.0;18.0;7.143;409173.071;1702.831;1061.673;1124.637;1.937;0.769;1.24;151.0;16.252;1067.0;114.842;40.0;4.305;656.0;70.606;47962579.0;78099.0;5162.262;8.406;60486.0;6.51;0.165;6.1;people tested;18071626.0;6705290.0;6131965.0;5234371.0;2750.0;1384.0;194.51;72.17;66.0;56.34;149.0;74.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.4091730707135938;0.7216973415132925
87892;87892;ISR;Asia;Israel;2022-03-23;3814628.0;13001.0;11040.429;10455.0;6.0;7.143;410572.382;1399.311;1188.293;1125.283;0.646;0.769;1.23;153.0;16.468;1045.0;112.474;36.0;3.875;669.0;72.005;48039250.0;76671.0;5170.514;8.252;63320.0;6.815;0.175;5.7;people tested;18074078.0;6705399.0;6132174.0;5236505.0;2452.0;1556.0;194.53;72.17;66.0;56.36;167.0;79.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.4105723818749327;0.7217090732967388
87893;87893;ISR;Asia;Israel;2022-03-24;3818058.0;3430.0;10379.571;10455.0;0.0;5.429;410941.556;369.174;1117.164;1125.283;0.0;0.584;1.21;145.0;15.607;1001.0;107.739;28.0;3.014;684.0;73.62;48106943.0;67693.0;5177.8;7.286;65105.0;7.007;0.181;5.5;people tested;18077719.0;6705574.0;6132518.0;5239627.0;3641.0;1922.0;194.57;72.17;66.0;56.39;207.0;95.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.41094155634484986;0.7217279087288774
87894;87894;ISR;Asia;Israel;2022-03-25;3835693.0;17635.0;12093.0;10460.0;5.0;6.143;412839.63;1898.073;1301.582;1125.821;0.538;0.661;1.23;139.0;14.961;939.0;101.066;25.0;2.691;686.0;73.835;48165543.0;58600.0;5184.108;6.307;67031.0;7.215;0.185;5.4;people tested;18078616.0;6705610.0;6132597.0;5240409.0;897.0;1993.0;194.58;72.17;66.01;56.4;215.0;97.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.41283962974921967;0.7217317834463459
87895;87895;ISR;Asia;Israel;2022-03-26;3848014.0;12321.0;12723.714;10460.0;0.0;5.857;414165.752;1326.122;1369.467;1125.821;0.0;0.63;1.21;136.0;14.638;991.0;106.662;21.0;2.26;695.0;74.804;48207228.0;41685.0;5188.594;4.487;67678.0;7.284;0.188;5.3;people tested;18078762.0;6705622.0;6132608.0;5240532.0;146.0;2003.0;194.58;72.17;66.01;56.4;216.0;98.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.41416575180281995;0.7217330750188354
87896;87896;ISR;Asia;Israel;2022-03-27;3864148.0;16134.0;13056.714;10485.0;25.0;7.714;415902.271;1736.519;1405.308;1128.511;2.691;0.83;1.18;130.0;13.992;1052.0;113.228;19.0;2.045;705.0;75.88;48278700.0;71472.0;5196.287;7.693;68863.0;7.412;0.191;5.2;people tested;18083215.0;6705785.0;6132952.0;5244478.0;4453.0;2312.0;194.63;72.18;66.01;56.45;249.0;105.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;9646.1;9.16;11.79;1038.219783;0.4159022710149607;0.7217506188784846
87897;87897;ISR;Asia;Israel;2022-03-28;3876115.0;11967.0;12901.286;10485.0;0.0;7.714;417190.292;1288.021;1388.579;1128.511;0.0;0.83;1.13;134.0;14.423;1060.0;114.089;16.0;1.722;712.0;76.633;48364881.0;86181.0;5205.562;9.276;68629.0;7.387;0.192;5.2;people tested;18086622.0;6705898.0;6133221.0;5247503.0;3407.0;2535.0;194.67;72.18;66.01;56.48;273.0;107.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.41719029168012056;0.721762781186094
87898;87898;ISR;Asia;Israel;2022-03-29;3894134.0;18019.0;13215.286;10485.0;0.0;5.143;419129.695;1939.404;1422.375;1128.511;0.0;0.554;1.1;131.0;14.1;1063.0;114.412;19.0;2.045;694.0;74.696;48443776.0;78895.0;5214.054;8.492;68742.0;7.399;0.194;5.2;people tested;18090406.0;6706023.0;6133479.0;5250904.0;3784.0;2683.0;194.71;72.18;66.02;56.52;289.0;105.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.41912969540415457;0.721776235066193
87899;87899;ISR;Asia;Israel;2022-03-30;3904298.0;10164.0;12810.0;10485.0;0.0;4.286;420223.657;1093.962;1378.754;1128.511;0.0;0.461;1.05;122.0;13.131;1049.0;112.905;17.0;1.83;707.0;76.095;48514999.0;71223.0;5221.72;7.666;67964.0;7.315;0.192;5.2;people tested;18093650.0;6706155.0;6133688.0;5253807.0;3244.0;2796.0;194.74;72.18;66.02;56.55;301.0;108.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.4202236573027661;0.7217904423635777
87900;87900;ISR;Asia;Israel;2022-03-31;3918225.0;13927.0;14309.571;10485.0;0.0;4.286;421722.635;1498.978;1540.154;1128.511;0.0;0.461;1.02;113.0;12.162;1049.0;112.905;19.0;2.045;726.0;78.14;48578443.0;63444.0;5228.548;6.829;67357.0;7.25;0.191;5.2;people tested;18097684.0;6706320.0;6133985.0;5257379.0;4034.0;2852.0;194.79;72.18;66.02;56.59;307.0;107.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.4217226348078786;0.7218082014853083
87901;87901;ISR;Asia;Israel;2022-04-01;3926812.0;8587.0;13017.0;10496.0;11.0;5.143;422646.863;924.228;1401.033;1129.695;1.184;0.554;0.97;118.0;12.7;975.0;104.94;24.0;2.583;740.0;79.647;48633642.0;55199.0;5234.49;5.941;66871.0;7.197;0.189;5.3;people tested;18098822.0;6706440.0;6134146.0;5258236.0;1138.0;2887.0;194.8;72.18;66.02;56.59;311.0;119.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.42264686255516093;0.7218211172102035
87902;87902;ISR;Asia;Israel;2022-04-02;3935094.0;8282.0;12440.0;10517.0;21.0;8.143;423538.263;891.4;1338.93;1131.956;2.26;0.876;0.93;126.0;13.562;960.0;103.326;27.0;2.906;717.0;77.171;48666269.0;32627.0;5238.001;3.512;65577.0;7.058;0.188;5.3;people tested;18098919.0;6706446.0;6134151.0;5258322.0;97.0;2880.0;194.8;72.18;66.02;56.6;310.0;118.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.4235382628350016;0.7218217629964482
87903;87903;ISR;Asia;Israel;2022-04-03;3946288.0;11194.0;11734.286;10530.0;13.0;6.429;424743.085;1204.822;1262.973;1133.355;1.399;0.692;0.9;121.0;13.023;1003.0;107.954;31.0;3.337;690.0;74.265;48726523.0;60254.0;5244.486;6.485;63975.0;6.886;0.181;5.5;people tested;18102389.0;6706605.0;6134419.0;5261365.0;3470.0;2739.0;194.84;72.18;66.03;56.63;295.0;117.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;9848.6;9.27;21.79;1060.015068;0.4247430847056291;0.7218388763319341
87904;87904;ISR;Asia;Israel;2022-04-04;3957492.0;11204.0;11625.286;10554.0;24.0;9.857;425948.983;1205.898;1251.242;1135.938;2.583;1.061;0.86;111.0;11.947;1035.0;111.398;31.0;3.337;711.0;76.526;48794129.0;67606.0;5251.763;7.277;61321.0;6.6;0.179;5.6;people tested;18105392.0;6706709.0;6134622.0;5264061.0;3003.0;2681.0;194.87;72.19;66.03;56.66;289.0;116.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.4259489828866645;0.7218500699601765
87905;87905;ISR;Asia;Israel;2022-04-05;3967733.0;10241.0;10514.143;10554.0;0.0;9.857;427051.232;1102.249;1131.648;1135.938;0.0;1.061;0.83;119.0;12.808;991.0;106.662;36.0;3.875;685.0;73.727;48854005.0;59876.0;5258.207;6.445;58604.0;6.308;0.175;5.7;people tested;18108480.0;6706831.0;6134840.0;5266809.0;3088.0;2582.0;194.9;72.19;66.03;56.69;278.0;115.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.4270512323754171;0.7218632009471532
87906;87906;ISR;Asia;Israel;2022-04-06;3974774.0;7041.0;10068.0;10555.0;1.0;10.0;427809.063;757.83;1083.629;1136.046;0.108;1.076;0.8;119.0;12.808;957.0;103.003;36.0;3.875;667.0;71.79;48910492.0;56487.0;5264.287;6.08;56499.0;6.081;0.171;5.8;people tested;18111122.0;6706923.0;6134995.0;5269204.0;2642.0;2496.0;194.93;72.19;66.03;56.71;269.0;110.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.4278090625336347;0.7218731030029061
87907;87907;ISR;Asia;Israel;2022-04-07;3982524.0;7750.0;9185.571;10559.0;4.0;10.571;428643.203;834.141;988.653;1136.476;0.431;1.138;0.78;112.0;12.055;955.0;102.788;36.0;3.875;659.0;70.929;48963427.0;52935.0;5269.985;5.697;54998.0;5.919;0.166;6.0;people tested;18114716.0;6707113.0;6135207.0;5272396.0;3594.0;2433.0;194.97;72.19;66.03;56.75;262.0;113.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.428643203099774;0.7218935529006566
87908;87908;ISR;Asia;Israel;2022-04-08;3987827.0;5303.0;8716.429;10559.0;0.0;9.0;429213.971;570.767;938.158;1136.476;0.0;0.969;0.75;105.0;11.301;918.0;98.805;30.0;3.229;668.0;71.898;49012380.0;48953.0;5275.253;5.269;54105.0;5.823;0.158;6.3;people tested;18115427.0;6707142.0;6135264.0;5273021.0;711.0;2372.0;194.98;72.19;66.03;56.75;255.0;100.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.4292139705090948;0.7218966742008395
87909;87909;ISR;Asia;Israel;2022-04-09;3993515.0;5688.0;8345.857;10559.0;0.0;6.0;429826.176;612.205;898.273;1136.476;0.0;0.646;0.73;107.0;11.517;900.0;96.868;30.0;3.229;662.0;71.252;49040535.0;28155.0;5278.284;3.03;53467.0;5.755;0.153;6.5;people tested;18115520.0;6707148.0;6135281.0;5273091.0;93.0;2372.0;194.98;72.19;66.03;56.75;255.0;100.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.42982617586912064;0.7218973199870843
87910;87910;ISR;Asia;Israel;2022-04-10;3997856.0;4341.0;7366.857;10584.0;25.0;7.714;430293.402;467.226;792.903;1139.167;2.691;0.83;0.71;111.0;11.947;928.0;99.882;32.0;3.444;645.0;69.422;49094190.0;53655.0;5284.059;5.775;52524.0;5.653;0.145;6.9;people tested;18118154.0;6707249.0;6135545.0;5275360.0;2634.0;2252.0;195.01;72.19;66.04;56.78;242.0;92.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;9991.3;9.33;15.69;1075.374018;0.4302934022171994;0.7219081907222042
87911;87911;ISR;Asia;Israel;2022-04-11;4006847.0;8991.0;7050.714;10591.0;7.0;5.286;431261.113;967.711;758.876;1139.92;0.753;0.569;0.71;109.0;11.732;879.0;94.608;32.0;3.444;589.0;63.395;49154666.0;60476.0;5290.568;6.509;51505.0;5.544;0.136;7.4;people tested;18120223.0;6707327.0;6135746.0;5277150.0;2069.0;2119.0;195.03;72.19;66.04;56.8;228.0;88.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.4312611129049618;0.721916585943386
87912;87912;ISR;Asia;Israel;2022-04-12;4013193.0;6346.0;6494.286;10601.0;10.0;6.714;431944.139;683.027;698.987;1140.997;1.076;0.723;0.69;105.0;11.301;832.0;89.549;25.0;2.691;569.0;61.242;49209319.0;54653.0;5296.45;5.882;50759.0;5.463;0.127;7.9;people tested;18122320.0;6707529.0;6135911.0;5278880.0;2097.0;1977.0;195.05;72.19;66.04;56.82;213.0;100.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.43194413948982885;0.7219383274136261
87913;87913;ISR;Asia;Israel;2022-04-13;4016912.0;3719.0;6019.714;10601.0;0.0;6.571;432344.419;400.28;647.908;1140.997;0.0;0.707;0.68;102.0;10.978;778.0;83.737;26.0;2.798;537.0;57.798;49267001.0;57682.0;5302.659;6.208;50930.0;5.482;0.117;8.5;people tested;18124099.0;6707646.0;6136060.0;5280393.0;1779.0;1854.0;195.07;72.2;66.04;56.83;200.0;103.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.4323444193305349;0.7219509202453988
87914;87914;ISR;Asia;Israel;2022-04-14;4022685.0;5773.0;5737.286;10612.0;11.0;7.571;432965.773;621.354;617.51;1142.181;1.184;0.815;0.68;97.0;10.44;728.0;78.355;24.0;2.583;507.0;54.569;49323204.0;56203.0;5308.708;6.049;51397.0;5.532;0.11;9.1;people tested;18125791.0;6707730.0;6136283.0;5281778.0;1692.0;1582.0;195.09;72.2;66.05;56.85;170.0;88.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.4329657733290281;0.7219599612528254
87915;87915;ISR;Asia;Israel;2022-04-15;4025943.0;3258.0;5445.143;10612.0;0.0;7.571;433316.435;350.662;586.066;1142.181;0.0;0.815;0.67;90.0;9.687;689.0;74.158;23.0;2.476;475.0;51.125;49371487.0;48283.0;5313.905;5.197;51301.0;5.522;0.102;9.8;people tested;18125978.0;6707739.0;6136334.0;5281905.0;187.0;1507.0;195.09;72.2;66.05;56.85;162.0;85.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.43331643525992897;0.7219609299321924
87916;87916;ISR;Asia;Israel;2022-04-16;4029066.0;3123.0;5078.714;10612.0;0.0;7.571;433652.567;336.132;546.627;1142.181;0.0;0.815;0.67;90.0;9.687;689.0;74.158;21.0;2.26;461.0;49.618;49397176.0;25689.0;5316.669;2.765;50949.0;5.484;0.096;10.4;people tested;18126037.0;6707742.0;6136342.0;5281953.0;59.0;1502.0;195.09;72.2;66.05;56.85;162.0;85.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.4336525670003229;0.7219612528253149
87917;87917;ISR;Asia;Israel;2022-04-17;4031754.0;2688.0;4842.571;10630.0;18.0;6.571;433941.879;289.312;521.211;1144.118;1.937;0.707;0.66;91.0;9.794;727.0;78.248;19.0;2.045;455.0;48.972;49437004.0;39828.0;5320.956;4.287;48973.0;5.271;0.093;10.8;people tested;18127266.0;6707804.0;6136473.0;5282989.0;1229.0;1302.0;195.11;72.2;66.05;56.86;140.0;79.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;10002.0;9.26;1.22;1076.52567;0.43394187923797223;0.7219679259498439
87918;87918;ISR;Asia;Israel;2022-04-18;4036677.0;4923.0;4261.429;10647.0;17.0;8.0;434471.747;529.868;458.662;1145.948;1.83;0.861;0.67;91.0;9.794;739.0;79.539;20.0;2.153;463.0;49.833;49485252.0;48248.0;5326.149;5.193;47227.0;5.083;0.089;11.2;people tested;18128440.0;6707872.0;6136580.0;5283988.0;1174.0;1174.0;195.12;72.2;66.05;56.87;126.0;78.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.4344717468517921;0.7219752448606178
87919;87919;ISR;Asia;Israel;2022-04-19;4040937.0;4260.0;3963.429;10647.0;0.0;6.571;434930.255;458.508;426.588;1145.948;0.0;0.707;0.68;89.0;9.579;742.0;79.862;19.0;2.045;461.0;49.618;49536875.0;51623.0;5331.705;5.556;46794.0;5.036;0.087;11.5;people tested;18129749.0;6707933.0;6136719.0;5285097.0;1309.0;1061.0;195.13;72.2;66.05;56.88;114.0;58.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.43493025508556665;0.7219818103541061
87920;87920;ISR;Asia;Israel;2022-04-20;4044987.0;4050.0;4010.714;10658.0;11.0;8.143;435366.161;435.906;431.677;1147.132;1.184;0.876;0.7;89.0;9.579;726.0;78.14;19.0;2.045;473.0;50.909;49589131.0;52256.0;5337.33;5.624;46019.0;4.953;0.087;11.5;people tested;18130808.0;6707995.0;6136837.0;5285976.0;1059.0;958.0;195.14;72.2;66.05;56.89;103.0;50.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.43536616080077495;0.7219884834786352
87921;87921;ISR;Asia;Israel;2022-04-21;4047686.0;2699.0;3571.571;10658.0;0.0;6.571;435656.657;290.496;384.412;1147.132;0.0;0.707;0.7;84.0;9.041;716.0;77.064;19.0;2.045;462.0;49.726;49645340.0;56209.0;5343.38;6.05;46019.0;4.953;0.084;11.9;people tested;18131635.0;6708048.0;6136941.0;5286646.0;827.0;835.0;195.15;72.2;66.05;56.9;90.0;45.0;0.0;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.435656656979873;0.7219941879237972
87922;87922;ISR;Asia;Israel;2022-04-22;4047686.0;0.0;3106.143;10658.0;0.0;6.571;435656.657;0.0;334.317;1147.132;0.0;0.707;0.72;82.0;8.826;694.0;74.696;20.0;2.153;465.0;50.048;49691526.0;46186.0;5348.351;4.971;45720.0;4.921;0.08;12.5;people tested;18131682.0;6708048.0;6136957.0;5286677.0;47.0;815.0;195.15;72.2;66.05;56.9;88.0;44.0;0.0;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.435656656979873;0.7219941879237972
87923;87923;ISR;Asia;Israel;2022-04-23;4054335.0;6649.0;3609.857;10658.0;0.0;6.571;436372.296;715.639;388.533;1147.132;0.0;0.707;0.77;89.0;9.579;715.0;76.956;20.0;2.153;464.0;49.941;49726306.0;34780.0;5352.094;3.743;47019.0;5.061;0.079;12.7;people tested;18131722.0;6708052.0;6136966.0;5286704.0;40.0;812.0;195.15;72.2;66.05;56.9;87.0;44.0;0.0;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.4363722957701001;0.7219946184479604
87924;87924;ISR;Asia;Israel;2022-04-24;4057765.0;3430.0;3715.857;10670.0;12.0;5.714;436741.47;369.174;399.942;1148.423;1.292;0.615;0.76;89.0;9.579;759.0;81.692;17.0;1.83;460.0;49.51;49790783.0;64477.0;5359.034;6.94;50540.0;5.44;0.073;13.7;people tested;18133261.0;6708144.0;6137216.0;5287901.0;1539.0;856.0;195.17;72.2;66.06;56.91;92.0;49.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;10050.9;9.23;5.65;1081.788828;0.4367414702400172;0.7220045205037132
87925;87925;ISR;Asia;Israel;2022-04-25;4062271.0;4506.0;3656.286;10673.0;3.0;3.714;437226.456;484.985;393.53;1148.746;0.323;0.4;0.75;88.0;9.472;730.0;78.571;16.0;1.722;434.0;46.712;49868410.0;77627.0;5367.389;8.355;54737.0;5.891;0.068;14.7;people tested;18134609.0;6708249.0;6137407.0;5288953.0;1348.0;881.0;195.18;72.2;66.06;56.93;95.0;54.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.4372264557098267;0.7220158217629965
87926;87926;ISR;Asia;Israel;2022-04-26;4066014.0;3743.0;3582.429;10694.0;21.0;6.714;437629.319;402.863;385.581;1151.006;2.26;0.723;0.74;90.0;9.687;703.0;75.665;17.0;1.83;416.0;44.775;49928721.0;60311.0;5373.88;6.491;55978.0;6.025;0.063;15.9;people tested;18135940.0;6708323.0;6137582.0;5290035.0;1331.0;884.0;195.2;72.2;66.06;56.94;95.0;56.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.4376293186955118;0.7220237864600151
87927;87927;ISR;Asia;Israel;2022-04-27;4067680.0;1666.0;3241.857;10695.0;1.0;5.286;437808.632;179.313;348.924;1151.114;0.108;0.569;0.73;88.0;9.472;671.0;72.22;16.0;1.722;406.0;43.698;49986805.0;58084.0;5380.132;6.252;56811.0;6.115;0.059;16.9;people tested;18137018.0;6708378.0;6137742.0;5290898.0;1078.0;887.0;195.21;72.2;66.06;56.95;95.0;55.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.4378086320094715;0.7220297061672586
87928;87928;ISR;Asia;Israel;2022-04-28;4071484.0;3804.0;3399.714;10695.0;0.0;5.286;438218.06;409.428;365.915;1151.114;0.0;0.569;0.74;76.0;8.18;663.0;71.359;19.0;2.045;401.0;43.16;50038966.0;52161.0;5385.746;5.614;56232.0;6.052;0.056;17.9;people tested;18138536.0;6708474.0;6137973.0;5292089.0;1518.0;986.0;195.23;72.2;66.06;56.96;106.0;61.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.4382180604886449;0.7220400387471747
87929;87929;ISR;Asia;Israel;2022-04-29;4074112.0;2628.0;3775.143;10695.0;0.0;5.286;438500.915;282.854;406.323;1151.114;0.0;0.569;0.74;75.0;8.072;612.0;65.87;19.0;2.045;376.0;40.469;50088113.0;49147.0;5391.036;5.29;56655.0;6.098;0.056;17.9;people tested;18139179.0;6708581.0;6138132.0;5292466.0;643.0;1071.0;195.23;72.21;66.07;56.96;115.0;76.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.43850091486384674;0.7220515552685395
87930;87930;ISR;Asia;Israel;2022-04-30;4076104.0;1992.0;3109.857;10695.0;0.0;5.286;438715.316;214.401;334.717;1151.114;0.0;0.569;0.73;74.0;7.965;613.0;65.978;18.0;1.937;361.0;38.855;50114838.0;26725.0;5393.912;2.876;55505.0;5.974;0.055;18.2;people tested;18139225.0;6708582.0;6138134.0;5292509.0;46.0;1072.0;195.23;72.21;66.07;56.96;115.0;76.0;0.001;17.59;9291000.0;402.606;30.6;11.733;7.359;33132.32;0.5;93.32;6.74;15.4;35.4;;2.99;82.97;0.919;;;;;0.4387153158971047;0.7220516628995802
