;Unnamed: 0;iso_code;continent;location;date;total_cases;new_cases;new_cases_smoothed;total_deaths;new_deaths;new_deaths_smoothed;total_cases_per_million;new_cases_per_million;new_cases_smoothed_per_million;total_deaths_per_million;new_deaths_per_million;new_deaths_smoothed_per_million;reproduction_rate;icu_patients;icu_patients_per_million;hosp_patients;hosp_patients_per_million;weekly_icu_admissions;weekly_icu_admissions_per_million;weekly_hosp_admissions;weekly_hosp_admissions_per_million;total_tests;new_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;positive_rate;tests_per_case;tests_units;total_vaccinations;people_vaccinated;people_fully_vaccinated;total_boosters;new_vaccinations;new_vaccinations_smoothed;total_vaccinations_per_hundred;people_vaccinated_per_hundred;people_fully_vaccinated_per_hundred;total_boosters_per_hundred;new_vaccinations_smoothed_per_million;new_people_vaccinated_smoothed;new_people_vaccinated_smoothed_per_hundred;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;human_development_index;excess_mortality_cumulative_absolute;excess_mortality_cumulative;excess_mortality;excess_mortality_cumulative_per_million;total_cases_norm;people_vaccinated_norm
66278;66278;DEU;Europe;Germany;2020-01-27;1.0;1.0;;;;;0.012;0.012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.56;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.1918884221758422e-08;
66279;66279;DEU;Europe;Germany;2020-01-28;4.0;3.0;;;;;0.048;0.036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.56;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;4.767553688703369e-08;
66280;66280;DEU;Europe;Germany;2020-01-29;4.0;0.0;;;;;0.048;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.56;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;4.767553688703369e-08;
66281;66281;DEU;Europe;Germany;2020-01-30;4.0;0.0;;;;;0.048;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.56;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;4.767553688703369e-08;
66282;66282;DEU;Europe;Germany;2020-01-31;5.0;1.0;;;;;0.06;0.012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.56;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;5.959442110879211e-08;
66283;66283;DEU;Europe;Germany;2020-02-01;8.0;3.0;1.143;;;;0.095;0.036;0.014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.56;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;9.535107377406738e-08;
66284;66284;DEU;Europe;Germany;2020-02-02;10.0;2.0;1.429;;;;0.119;0.024;0.017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.56;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;-4767.9;-4.74;-5.22;-56.82804808;1.1918884221758421e-07;
66285;66285;DEU;Europe;Germany;2020-02-03;12.0;2.0;1.571;;;;0.143;0.024;0.019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.56;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.4302661066110105e-07;
66286;66286;DEU;Europe;Germany;2020-02-04;12.0;0.0;1.143;;;;0.143;0.0;0.014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.56;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.4302661066110105e-07;
66287;66287;DEU;Europe;Germany;2020-02-05;12.0;0.0;1.143;;;;0.143;0.0;0.014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.56;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.4302661066110105e-07;
66288;66288;DEU;Europe;Germany;2020-02-06;12.0;0.0;1.143;;;;0.143;0.0;0.014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.56;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.4302661066110105e-07;
66289;66289;DEU;Europe;Germany;2020-02-07;13.0;1.0;1.143;;;;0.155;0.012;0.014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.56;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.5494549488285948e-07;
66290;66290;DEU;Europe;Germany;2020-02-08;13.0;0.0;0.714;;;;0.155;0.0;0.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.56;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.5494549488285948e-07;
66291;66291;DEU;Europe;Germany;2020-02-09;14.0;1.0;0.571;;;;0.167;0.012;0.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.56;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;-6599.8;-5.43;-8.78;-78.66225209;1.668643791046179e-07;
66292;66292;DEU;Europe;Germany;2020-02-10;14.0;0.0;0.286;;;;0.167;0.0;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.56;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.668643791046179e-07;
66293;66293;DEU;Europe;Germany;2020-02-11;16.0;2.0;0.571;;;;0.191;0.024;0.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.56;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.9070214754813475e-07;
66294;66294;DEU;Europe;Germany;2020-02-12;16.0;0.0;0.571;;;;0.191;0.0;0.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.11;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.9070214754813475e-07;
66295;66295;DEU;Europe;Germany;2020-02-13;16.0;0.0;0.571;;;;0.191;0.0;0.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.11;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.9070214754813475e-07;
66296;66296;DEU;Europe;Germany;2020-02-14;16.0;0.0;0.429;;;;0.191;0.0;0.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.11;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.9070214754813475e-07;
66297;66297;DEU;Europe;Germany;2020-02-15;16.0;0.0;0.429;;;;0.191;0.0;0.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.11;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.9070214754813475e-07;
66298;66298;DEU;Europe;Germany;2020-02-16;16.0;0.0;0.286;;;;0.191;0.0;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.11;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;-8363.3;-5.85;-8.24;-99.68120441;1.9070214754813475e-07;
66299;66299;DEU;Europe;Germany;2020-02-17;16.0;0.0;0.286;;;;0.191;0.0;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.11;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.9070214754813475e-07;
66300;66300;DEU;Europe;Germany;2020-02-18;16.0;0.0;0.0;;;;0.191;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.11;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.9070214754813475e-07;
66301;66301;DEU;Europe;Germany;2020-02-19;16.0;0.0;0.0;;;;0.191;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.11;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.9070214754813475e-07;
66302;66302;DEU;Europe;Germany;2020-02-20;16.0;0.0;0.0;;;;0.191;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.11;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.9070214754813475e-07;
66303;66303;DEU;Europe;Germany;2020-02-21;16.0;0.0;0.0;;;;0.191;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.11;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.9070214754813475e-07;
66304;66304;DEU;Europe;Germany;2020-02-22;16.0;0.0;0.0;;;;0.191;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.11;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.9070214754813475e-07;
66305;66305;DEU;Europe;Germany;2020-02-23;16.0;0.0;0.0;;;;0.191;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.11;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;-11277.2;-6.84;-13.33;-134.4116411;1.9070214754813475e-07;
66306;66306;DEU;Europe;Germany;2020-02-24;16.0;0.0;0.0;;;;0.191;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.11;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.9070214754813475e-07;
66307;66307;DEU;Europe;Germany;2020-02-25;16.0;0.0;0.0;;;;0.191;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.11;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.9070214754813475e-07;
66308;66308;DEU;Europe;Germany;2020-02-26;21.0;5.0;0.714;;;;0.25;0.06;0.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.67;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;2.5029656865692683e-07;
66309;66309;DEU;Europe;Germany;2020-02-27;26.0;5.0;1.429;;;;0.31;0.06;0.017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.67;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;3.0989098976571897e-07;
66310;66310;DEU;Europe;Germany;2020-02-28;53.0;27.0;5.286;;;;0.632;0.322;0.063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.44;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;6.317008637531963e-07;
66311;66311;DEU;Europe;Germany;2020-02-29;66.0;13.0;7.143;;;;0.787;0.155;0.085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.0;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;7.866463586360558e-07;
66312;66312;DEU;Europe;Germany;2020-03-01;117.0;51.0;14.429;;;;1.395;0.608;0.172;;;;;;;;;;;24.0;0.286;;;;;;;;;;;;;;;;;;;;;;;25.0;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;-14146.5;-7.56;-12.82;-168.6104956;1.3945094539457352e-06;
66313;66313;DEU;Europe;Germany;2020-03-02;150.0;33.0;19.143;;;;1.788;0.393;0.228;;;;2.74;;;;;;;29.0;0.346;;;;;;;;;;;;;;;;;;;;;;;25.0;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.7878326332637633e-06;
66314;66314;DEU;Europe;Germany;2020-03-03;188.0;38.0;24.571;;;;2.241;0.453;0.293;;;;2.8;;;;;;;47.0;0.56;;;;;;;;;;;;;;;;;;;;;;;25.0;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;2.2407502336905834e-06;
66315;66315;DEU;Europe;Germany;2020-03-04;240.0;52.0;31.286;;;;2.861;0.62;0.373;;;;2.88;;;;;;;65.0;0.775;;;;;;;;;;;;;;;;;;;;;;;25.0;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;2.860532213222021e-06;
66316;66316;DEU;Europe;Germany;2020-03-05;349.0;109.0;46.143;;;;4.16;1.299;0.55;;;;2.94;;;;;;;77.0;0.918;;;;;;;;;;;;;;;;;;;;;;;25.0;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;4.159690593393689e-06;
66317;66317;DEU;Europe;Germany;2020-03-06;534.0;185.0;68.714;;;;6.365;2.205;0.819;;;;3.01;;;;;;;92.0;1.097;;;;;;;;;;;;;;;;;;;;;;;25.0;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;6.364684174418997e-06;
66318;66318;DEU;Europe;Germany;2020-03-07;684.0;150.0;88.286;;;;8.153;1.788;1.052;;;;2.97;;;;;;;134.0;1.597;;;;;;;;;;;;;;;;;;;;;;;25.0;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;8.15251680768276e-06;
66319;66319;DEU;Europe;Germany;2020-03-08;847.0;163.0;104.286;;;;10.095;1.943;1.243;;;;2.93;;;;;;;150.0;1.788;;;;;;;;;;;;;;;;;;;;;;;25.0;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;-16342.4;-7.82;-10.04;-194.7831735;1.0095294935829383e-05;
66320;66320;DEU;Europe;Germany;2020-03-09;1112.0;265.0;137.429;2.0;2.0;;13.254;3.159;1.638;0.024;0.024;;2.92;;;;;;;161.0;1.919;;;;;;;;;;;;;;;;;;;;;;;28.7;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.3253799254595365e-05;
66321;66321;DEU;Europe;Germany;2020-03-10;1296.0;184.0;158.286;2.0;0.0;;15.447;2.193;1.887;0.024;0.0;;2.89;;;;;;;183.0;2.181;;;;;;;;;;;;;;;;;;;;;;;32.87;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.5446873951398915e-05;
66322;66322;DEU;Europe;Germany;2020-03-11;1567.0;271.0;189.571;3.0;1.0;;18.677;3.23;2.259;0.036;0.012;;2.92;;;;;;;222.0;2.646;;;;;;;;;;;;;;;;;;;;;;;32.87;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;1.8676891575495448e-05;
66323;66323;DEU;Europe;Germany;2020-03-12;2369.0;802.0;288.571;5.0;2.0;;28.236;9.559;3.439;0.06;0.024;;2.95;;;;;;;264.0;3.147;;;;;;;;;;;;;;;;;;;;;;;32.87;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;2.82358367213457e-05;
66324;66324;DEU;Europe;Germany;2020-03-13;3062.0;693.0;361.143;5.0;0.0;;36.496;8.26;4.304;0.06;0.0;;2.86;;;;;;;323.0;3.85;;;;;;;;;;;;;;;;;;;;;;;32.87;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;3.6495623487024286e-05;
66325;66325;DEU;Europe;Germany;2020-03-14;3795.0;733.0;444.429;8.0;3.0;1.143;45.232;8.737;5.297;0.095;0.036;0.014;2.81;;;;;;;396.0;4.72;;;;;;;;;;;;;;;;;;;;;;;32.87;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;4.523216562157321e-05;
66326;66326;DEU;Europe;Germany;2020-03-15;4838.0;1043.0;570.143;12.0;4.0;1.714;57.664;12.431;6.795;0.143;0.048;0.02;2.76;;;;;;;452.0;5.387;129291.0;;1.541;;;;0.058;17.2;tests performed;;;;;;;;;;;;;;32.87;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;-17429.1;-7.58;-5.19;-207.735425;5.766356186486724e-05;
66327;66327;DEU;Europe;Germany;2020-03-16;6012.0;1174.0;700.0;12.0;0.0;1.429;71.656;13.993;8.343;0.143;0.0;0.017;2.68;;;;;;;526.0;6.269;;;;;;;;;tests performed;;;;;;;;;;;;;;42.13;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;7.165633194121163e-05;
66328;66328;DEU;Europe;Germany;2020-03-17;7156.0;1144.0;837.143;12.0;0.0;1.429;85.292;13.635;9.978;0.143;0.0;0.017;2.59;;;;;;;687.0;8.188;;;;;;;;;tests performed;;;;;;;;;;;;;;42.13;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;8.529153549090327e-05;
66329;66329;DEU;Europe;Germany;2020-03-18;8198.0;1042.0;947.286;12.0;0.0;1.286;97.711;12.419;11.291;0.143;0.0;0.015;2.52;;;;;;;859.0;10.238;;;;;;;;;tests performed;;;;;;;;;;;;;;52.31;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;9.771101284997553e-05;
66330;66330;DEU;Europe;Germany;2020-03-19;10999.0;2801.0;1232.857;20.0;8.0;2.143;131.096;33.385;14.694;0.238;0.095;0.026;2.48;;;;;;;1128.0;13.445;;;;;;;;;tests performed;;;;;;;;;;;;;;55.09;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;0.00013109580755512088;
66331;66331;DEU;Europe;Germany;2020-03-20;13957.0;2958.0;1556.429;31.0;11.0;3.714;166.352;35.256;18.551;0.369;0.131;0.044;2.4;200.0;2.384;;;;;1403.0;16.722;;;;;;;;;tests performed;;;;;;;;;;;;;;57.87;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;0.00016635186708308228;
66332;66332;DEU;Europe;Germany;2020-03-21;16662.0;2705.0;1838.143;47.0;16.0;5.571;198.592;32.241;21.909;0.56;0.191;0.066;2.32;308.0;3.671;;;;;1689.0;20.131;;;;;;;;;tests performed;;;;;;;;;;;;;;68.06;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;0.0001985924489029388;
66333;66333;DEU;Europe;Germany;2020-03-22;18610.0;1948.0;1967.429;55.0;8.0;6.143;221.81;23.218;23.45;0.656;0.095;0.073;2.24;364.0;4.338;;;;;2018.0;24.052;503825.0;;6.005;;53505.0;0.638;0.069;14.5;tests performed;;;;;;;;;;;;;;76.85;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;-17779.2;-7.11;-1.74;-211.9082264;0.00022181043536692423;
66334;66334;DEU;Europe;Germany;2020-03-23;22672.0;4062.0;2380.0;86.0;31.0;10.571;270.225;48.415;28.367;1.025;0.369;0.126;2.22;451.0;5.375;;;;;2233.0;26.615;;;;;53567.0;0.638;;;tests performed;;;;;;;;;;;;;;76.85;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;0.00027022494307570694;
66335;66335;DEU;Europe;Germany;2020-03-24;27436.0;4764.0;2897.143;114.0;28.0;14.571;327.007;56.782;34.531;1.359;0.334;0.174;2.14;616.0;7.342;;;;;2533.0;30.191;;;;;53630.0;0.639;;;tests performed;;;;;;;;;;;;;;76.85;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;0.00032700650750816404;
66336;66336;DEU;Europe;Germany;2020-03-25;31554.0;4118.0;3336.571;149.0;35.0;19.571;376.088;49.082;39.768;1.776;0.417;0.233;2.0;789.0;9.404;;;;;2997.0;35.721;;;;;53693.0;0.64;;;tests performed;;;;;;;;;;;;;;76.85;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;0.0003760884727333652;
66337;66337;DEU;Europe;Germany;2020-03-26;36508.0;4954.0;3644.143;198.0;49.0;25.429;435.135;59.046;43.434;2.36;0.584;0.303;1.84;824.0;9.821;;;;;3487.0;41.561;;;;;53755.0;0.641;;;tests performed;;;;;;;;;;;;;;76.85;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;0.00043513462516795646;
66338;66338;DEU;Europe;Germany;2020-03-27;42288.0;5780.0;4047.286;253.0;55.0;31.714;504.026;68.891;48.239;3.015;0.656;0.378;1.75;905.0;10.787;;;;;3976.0;47.389;;;;;53818.0;0.641;;;tests performed;;;;;;;;;;;;;;76.85;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;0.0005040257759697201;
66339;66339;DEU;Europe;Germany;2020-03-28;48582.0;6294.0;4560.0;325.0;72.0;39.714;579.043;75.017;54.35;3.874;0.858;0.473;1.67;1001.0;11.931;;;;;4463.0;53.194;;;;;53880.0;0.642;;;tests performed;;;;;;;;;;;;;;76.85;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;0.0005790432332614677;
66340;66340;DEU;Europe;Germany;2020-03-29;52547.0;3965.0;4848.143;389.0;64.0;47.714;626.302;47.258;57.784;4.636;0.763;0.569;1.58;1063.0;12.67;;;;;4861.0;57.938;881424.0;;10.506;;53943.0;0.643;0.088;11.4;tests performed;;;;;;;;;;;;;;76.85;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;-17504.1;-6.5;1.42;-208.6293413;0.0006263016092007398;
66341;66341;DEU;Europe;Germany;2020-03-30;57298.0;4751.0;4946.571;455.0;66.0;52.714;682.928;56.627;58.958;5.423;0.787;0.628;1.5;1203.0;14.338;;;;;5142.0;61.287;;;;;54760.0;0.653;;;tests performed;;;;;;;;;;;;;;76.85;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;0.000682928228138314;
66342;66342;DEU;Europe;Germany;2020-03-31;61913.0;4615.0;4925.286;583.0;128.0;67.0;737.934;55.006;58.704;6.949;1.526;0.799;1.43;1551.0;18.486;;;;;5472.0;65.22;;;;;55577.0;0.662;;;tests performed;;;;;;;;;;;;;;76.85;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;0.0007379338788217291;
66343;66343;DEU;Europe;Germany;2020-04-01;67366.0;5453.0;5116.0;732.0;149.0;83.286;802.928;64.994;60.977;8.725;1.776;0.993;1.36;1785.0;21.275;;;;;5902.0;70.345;;;;;56395.0;0.672;;;tests performed;;;;;;;;;;;;;;76.85;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;0.0008029275544829778;
66344;66344;DEU;Europe;Germany;2020-04-02;73522.0;6156.0;5287.714;872.0;140.0;96.286;876.3;73.373;63.024;10.393;1.669;1.148;1.27;2103.0;25.065;;;;;6126.0;73.015;;;;;57212.0;0.682;;;tests performed;;;;;;;;;;;;;;76.85;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;0.0008763002057521227;
66345;66345;DEU;Europe;Germany;2020-04-03;79696.0;6174.0;5344.0;1017.0;145.0;109.143;949.887;73.587;63.695;12.122;1.728;1.301;1.22;2364.0;28.176;;;;;6259.0;74.6;;;;;58029.0;0.692;;;tests performed;;;;;;;;;;;;;;76.85;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;0.0009498873969372592;
66346;66346;DEU;Europe;Germany;2020-04-04;85778.0;6082.0;5313.714;1158.0;141.0;119.0;1022.378;72.491;63.334;13.802;1.681;1.418;1.19;2474.0;29.487;;;;;6350.0;75.685;;;;;58846.0;0.701;;;tests performed;;;;;;;;;;;;;;76.85;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;0.001022378050773994;
66347;66347;DEU;Europe;Germany;2020-04-05;91714.0;5936.0;5595.286;1342.0;184.0;136.143;1093.129;70.75;66.69;15.995;2.193;1.623;1.15;2531.0;30.167;;;;;6237.0;74.338;1299070.0;;15.483;;59664.0;0.711;0.09;11.1;tests performed;;;;;;;;;;;;;;76.85;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;-15790.4;-5.48;9.04;-188.2039494;0.0010931285475143519;
66348;66348;DEU;Europe;Germany;2020-04-06;95391.0;3677.0;5441.857;1434.0;92.0;139.857;1136.954;43.826;64.861;17.092;1.097;1.667;1.08;2554.0;30.441;;;;;6106.0;72.777;;;;;58971.0;0.703;;;tests performed;;;;;;;;;;;;;;76.85;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;0.0011369542847977576;
66349;66349;DEU;Europe;Germany;2020-04-07;99225.0;3834.0;5330.286;1607.0;173.0;146.286;1182.651;45.697;63.531;19.154;2.062;1.744;1.02;2644.0;31.514;;;;;6038.0;71.966;;;;;58278.0;0.695;;;tests performed;;;;;;;;;;;;;;76.85;83900471.0;237.016;46.6;21.453;15.957;45229.245;;156.139;8.31;28.2;33.1;;8.0;81.33;0.947;;;;;0.0011826512869039794;
